sigma_res,sigma_scatt,n_trk,sol_key,event_key,ham_key,max_abs_x,excluded
0.05,0.0005,50,sol_676f2b5bf67bf17d,ev_001a4985702d,hm_af8fc4d5852f,11.100394248962402,False
0.02,0.0001,1000,sol_217529b1c0cd7f54,ev_0027917a71bd,hm_979a58ab8892,2241.471923828125,True
0.0,0.0001,10,sol_89a4398a3835849c,ev_0092425c14a8,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,10,sol_000173a5717f3761,ev_0094a0003161,hm_979a58ab8892,0.4545454680919647,False
0.01,0.0003,1000,sol_d1e362a72516e092,ev_00b1e1d9d1ac,hm_3298667cddaa,12.551640510559082,False
0.05,0.0005,400,sol_dd90312ac52aff27,ev_00c243047990,hm_af8fc4d5852f,137.94271850585938,True
0.01,0.0003,700,sol_279aa85e6320bc2d,ev_00c4f61aa23c,hm_3298667cddaa,1.782954216003418,False
0.01,0.0005,50,sol_32f95dc074eee36a,ev_011888f4575d,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0003,400,sol_c5a405afcbc97f34,ev_0184392417d3,hm_1602ff939866,2.0659258365631104,False
0.0,0.0003,200,sol_e27f0f7ca52cfd24,ev_018b70186449,hm_a0f8ed47a107,0.5669738054275513,False
0.05,0.0003,1000,sol_3dfe44ab97cc0272,ev_0197227207c0,hm_8c986396d3ec,908.919921875,True
0.02,0.0001,100,sol_656d848f56211826,ev_01a5515445c8,hm_979a58ab8892,0.566990852355957,False
0.02,0.0003,20,sol_ccd64038c7d8e97f,ev_01ab98d2fd37,hm_1602ff939866,0.4545454680919647,False
0.01,0.0003,1000,sol_c650b43805f3bf4d,ev_01eb74dd983c,hm_3298667cddaa,2.108435869216919,False
0.02,0.0001,200,sol_fc89e9f7b8391390,ev_020926eb287f,hm_979a58ab8892,1.5630338191986084,False
0.02,0.0003,100,sol_13fa259c96561992,ev_021760a9bbca,hm_1602ff939866,0.873317539691925,False
0.05,0.0003,200,sol_577367cf6cf8006e,ev_0249bf7f92d0,hm_8c986396d3ec,4.14640998840332,False
0.02,0.0005,50,sol_91aed766a8cf59ad,ev_0269eb55445c,hm_f442e5139114,0.6981934309005737,False
0.02,0.0003,200,sol_884bc79f119dfd71,ev_028760aff46e,hm_1602ff939866,1.5000059604644775,False
0.0,0.0005,100,sol_1f8e95385c6d7f17,ev_0299936d0630,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0005,10,sol_3d619cc3fdc12e7b,ev_02c74e141364,hm_f442e5139114,0.4545454680919647,False
0.0,0.0001,400,sol_eed1da275a024b4e,ev_02d9749d4aea,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0003,100,sol_ffc3f6dd1e4434c1,ev_02f4c1308f0c,hm_8c986396d3ec,1.5986244678497314,False
0.05,0.0001,100,sol_95297f6a9c0672eb,ev_036126970c3c,hm_9108b6e19b67,1.5685207843780518,False
0.02,0.0001,10,sol_b18f4f5d5b0afee4,ev_03800a8644f6,hm_979a58ab8892,0.4545454680919647,False
0.05,0.0003,50,sol_74e23cbaa74bfcad,ev_039e11c9b688,hm_8c986396d3ec,0.5670021772384644,False
0.01,0.0003,200,sol_9b6d0ec223f68f84,ev_03a0ddac5163,hm_3298667cddaa,0.6507044434547424,False
0.01,0.0005,50,sol_1f8ffd7cfae3d7b8,ev_03bca8a5501a,hm_bd4d3751a16f,0.6291784644126892,False
0.02,0.0005,200,sol_b9bdba704f8c5685,ev_040080b78827,hm_f442e5139114,0.7608369588851929,False
0.05,0.0001,400,sol_4ff4979cc3eafd87,ev_043aeeb5c41f,hm_9108b6e19b67,16.087806701660156,False
0.0,0.0001,100,sol_8f7bf1c5f1a86f7e,ev_0466dd3cefb4,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,20,sol_da7243c08d625985,ev_049995376442,hm_1602ff939866,0.4545454680919647,False
0.01,0.0003,20,sol_0ab9ac4e8fc4d5e4,ev_04da7e32f6e9,hm_3298667cddaa,0.4545454680919647,False
0.02,0.0001,50,sol_bc8631823b231cdf,ev_04f26e10ec3c,hm_979a58ab8892,0.5999724864959717,False
0.0,0.0001,200,sol_19cdf46eeaf2d386,ev_050262f38bfd,hm_a00ad2a2c52a,0.6000000238418579,False
0.01,0.0005,20,sol_8300186c3c439f20,ev_055d0af24149,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0003,50,sol_59ce4e83ac52e6ce,ev_0583bf9687d9,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0001,200,sol_4294ce91978571ac,ev_06006c88e986,hm_9108b6e19b67,2.443570137023926,False
0.0,0.0003,100,sol_696ca17a24eac465,ev_061321dbe3aa,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0005,700,sol_46ec24020661af72,ev_062737cc902b,hm_af8fc4d5852f,2499.870361328125,True
0.02,0.0005,20,sol_725f49161120194b,ev_0636a9b55e0c,hm_f442e5139114,0.4545454680919647,False
0.0,0.0001,1000,sol_f8db198257590875,ev_06b9c78b082e,hm_a00ad2a2c52a,0.5641240477561951,False
0.02,0.0005,20,sol_678381842f31d80c,ev_0702d94df24e,hm_f442e5139114,0.4545454680919647,False
0.02,0.0001,50,sol_b30e663084e58765,ev_070977ed8f76,hm_979a58ab8892,0.4545454680919647,False
0.05,0.0005,400,sol_6616785fabb686f1,ev_075f9a0e04e0,hm_af8fc4d5852f,98.39740753173828,True
0.0,0.0005,10,sol_307e9676ee90bead,ev_07b1f5e33077,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0003,50,sol_146c59d438a10eaa,ev_07f766a52def,hm_8c986396d3ec,0.6983166933059692,False
0.0,0.0005,700,sol_31bc98df39f10e40,ev_0801a3e1aefb,hm_7a9cff01f511,0.760863721370697,False
0.02,0.0005,200,sol_d994d66565254ba7,ev_0805770fd268,hm_f442e5139114,1.168806552886963,False
0.0,0.0001,200,sol_362dcbbaf74f79ee,ev_080892fe92b2,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,700,sol_83b678406883e97f,ev_080aeb06ee6d,hm_a0f8ed47a107,0.5998616814613342,False
0.02,0.0005,1000,sol_0802660c2fb50d41,ev_086d203fcc57,hm_f442e5139114,611.8992919921875,True
0.0,0.0001,1000,sol_f5b49a79d6ce16e5,ev_0885f3b6c96b,hm_a00ad2a2c52a,0.5996344685554504,False
0.05,0.0005,700,sol_58c34d5eea66023d,ev_088956f3e0e2,hm_af8fc4d5852f,939.9102783203125,True
0.02,0.0005,700,sol_7138973e696329e8,ev_088d53543a36,hm_f442e5139114,71.40966796875,True
0.05,0.0001,50,sol_58ab6adaea99125e,ev_08ace153a924,hm_9108b6e19b67,1.107748031616211,False
0.0,0.0001,1000,sol_4e5eef9615bb2ebc,ev_08df0ece1b00,hm_a00ad2a2c52a,0.5641889572143555,False
0.05,0.0001,100,sol_4113bc80a7fb3477,ev_0902b7c1a9c9,hm_9108b6e19b67,1.9367687702178955,False
0.0,0.0005,10,sol_432c353eee660a9f,ev_09110ab4b5d0,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0005,50,sol_384bac337ebebda2,ev_09622ccf23a4,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0005,200,sol_421a42bb8162649e,ev_0983025a1098,hm_f442e5139114,1.4999979734420776,False
0.0,0.0005,10,sol_55c3dcdd10f2df99,ev_09ac28a5601c,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0005,20,sol_6202bc644d505c52,ev_09c423ce16b4,hm_af8fc4d5852f,0.6291883587837219,False
0.02,0.0005,700,sol_cb9b064d723b8976,ev_0a10ed697bd7,hm_f442e5139114,3.371096134185791,False
0.0,0.0005,400,sol_c111c11326ac2b3c,ev_0a3309654347,hm_7a9cff01f511,0.760825514793396,False
0.05,0.0001,1000,sol_f7438411a9a2453c,ev_0a61473ab8d7,hm_9108b6e19b67,935.3512573242188,True
0.05,0.0001,20,sol_44aee4eac2aa63fc,ev_0a6d760e6856,hm_9108b6e19b67,0.5670102834701538,False
0.02,0.0003,50,sol_529653ac21f1e82c,ev_0a774e0ebf49,hm_1602ff939866,0.5669788122177124,False
0.05,0.0001,1000,sol_beb8b32c2bdc9777,ev_0ac991230568,hm_9108b6e19b67,1063.6778564453125,True
0.0,0.0001,50,sol_f8d72bb94ec48bcb,ev_0ad1113fd0dc,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,400,sol_a3a207d1a89580c9,ev_0ae09f7dc889,hm_a0f8ed47a107,0.5669482350349426,False
0.05,0.0005,200,sol_f8faae686f701c7e,ev_0aefa53f0e0e,hm_af8fc4d5852f,2.108469009399414,False
0.02,0.0005,1000,sol_853344e058a0d22a,ev_0b01ef3268a5,hm_f442e5139114,518.5,True
0.02,0.0005,20,sol_5e1900c9a6cb6afc,ev_0b750062d36e,hm_f442e5139114,0.4545454680919647,False
0.0,0.0005,700,sol_e57ab204c9937a4e,ev_0b8f3d9f99a3,hm_7a9cff01f511,1.1918495893478394,False
0.05,0.0005,1000,sol_fb1d34858284870e,ev_0ba3f512164b,hm_af8fc4d5852f,694.0977172851562,True
0.05,0.0003,700,sol_237ef6305251e24c,ev_0bb8e02d5447,hm_8c986396d3ec,407.7001953125,True
0.0,0.0001,200,sol_0eeb4d67cccd8b30,ev_0bcfa4a4dbcb,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,700,sol_787423cb5eb74f2a,ev_0c2cfca28b27,hm_3298667cddaa,1.1418229341506958,False
0.0,0.0005,20,sol_10af53edf5c8b471,ev_0c681d9dc16c,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0001,50,sol_5a57cc29bdf11a72,ev_0ca68143a3f2,hm_9108b6e19b67,0.7349140048027039,False
0.05,0.0001,10,sol_4c6748679c6f396c,ev_0caddf0e9c6a,hm_9108b6e19b67,0.4545454680919647,False
0.02,0.0005,1000,sol_ec2d95a8b588a485,ev_0ccdbaf53042,hm_f442e5139114,3.6693074703216553,False
0.01,0.0001,50,sol_b79b9256e2949916,ev_0d009a34e3d7,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0001,700,sol_fff0e5322e483e42,ev_0d055f88cf6b,hm_979a58ab8892,4.623088359832764,False
0.01,0.0005,400,sol_27a48903c4d5c418,ev_0d057441f189,hm_bd4d3751a16f,1.1326024532318115,False
0.02,0.0005,1000,sol_92a0ca7e28baa3ac,ev_0d0a8dd90c65,hm_f442e5139114,19.758811950683594,False
0.0,0.0005,100,sol_040a584c8d57c05e,ev_0d173f913739,hm_7a9cff01f511,0.5999720096588135,False
0.05,0.0005,100,sol_84bd54b2a97223ff,ev_0d1abc0c53cb,hm_af8fc4d5852f,0.7348536849021912,False
0.01,0.0005,10,sol_c1f12e916aff8afe,ev_0d3c62e05dbb,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0001,10,sol_8a2e70e53f2d1c15,ev_0d43f5c1a616,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,700,sol_9fc54225b3ac11e5,ev_0d451f8be92c,hm_9108b6e19b67,482.58917236328125,True
0.02,0.0003,10,sol_65e5925d150d01bd,ev_0d74338b8732,hm_1602ff939866,0.4545454680919647,False
0.05,0.0005,400,sol_772b046173a12edb,ev_0db19f01fee4,hm_af8fc4d5852f,244.14187622070312,True
0.0,0.0005,10,sol_ee6a29815d9e154f,ev_0decd98c4403,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0001,200,sol_c65b3c0daaa56473,ev_0e08fef639b9,hm_9108b6e19b67,3.5756216049194336,False
0.02,0.0003,10,sol_50617775383d1461,ev_0e0b340372e8,hm_1602ff939866,0.4545454680919647,False
0.0,0.0003,10,sol_814ccdb9b7ca4850,ev_0e344364cf1f,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0003,1000,sol_a4c2abe8ae613381,ev_0e43a5f1a500,hm_8c986396d3ec,810.79443359375,True
0.0,0.0001,400,sol_45f3b60eaf00273e,ev_0e58a4082f8f,hm_a00ad2a2c52a,0.7306539416313171,False
0.0,0.0005,20,sol_987ddf23b16b0ac9,ev_0e626c0c01dd,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0001,20,sol_588936313f8b21b7,ev_0e75380bde9f,hm_979a58ab8892,0.4545454680919647,False
0.05,0.0003,100,sol_f7244ae0bf525306,ev_0e87e9c9783b,hm_8c986396d3ec,1.258226990699768,False
0.02,0.0001,10,sol_f1a39391d280560f,ev_0e92a3518825,hm_979a58ab8892,0.4545454680919647,False
0.02,0.0003,1000,sol_d6cf3ecff8917505,ev_0eafb99e0af5,hm_1602ff939866,13.9398832321167,False
0.05,0.0001,200,sol_35ef25f17fe0dbf8,ev_0eddaf721c00,hm_9108b6e19b67,4.183960914611816,False
0.01,0.0005,50,sol_7d3f80d035cbcde9,ev_0f1294dffda2,hm_bd4d3751a16f,0.5669775605201721,False
0.02,0.0001,400,sol_5edeb93fde114281,ev_0f2dcc583edc,hm_979a58ab8892,1.277887225151062,False
0.05,0.0005,400,sol_e70c84145cc5ace9,ev_0f3d37a2961a,hm_af8fc4d5852f,5.558880805969238,False
0.01,0.0003,50,sol_51e5a2954b0ede02,ev_0f76cb929b0f,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0003,700,sol_62cc33843ed8df41,ev_0f8d92614c70,hm_3298667cddaa,1.8475821018218994,False
0.0,0.0003,50,sol_c061f8b3f9bacec4,ev_0f9c53320889,hm_a0f8ed47a107,0.5670134425163269,False
0.02,0.0003,1000,sol_84d9185ad305254a,ev_0fa960d06a2b,hm_1602ff939866,17.954082489013672,False
0.05,0.0003,20,sol_a5b67e4c80dc7f93,ev_0fba64e275f6,hm_8c986396d3ec,0.4545454680919647,False
0.02,0.0003,200,sol_b78d782d154a0c53,ev_0fd335f2cf6d,hm_1602ff939866,0.9621699452400208,False
0.02,0.0003,50,sol_d93f0669046f8212,ev_0fd4d256984c,hm_1602ff939866,0.5669769644737244,False
0.01,0.0001,20,sol_a043aadfa3d537a6,ev_0fd597162d5e,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0003,10,sol_b891841e24eae399,ev_0fe617641090,hm_1602ff939866,0.4545454680919647,False
0.05,0.0005,10,sol_086bb02bb0fb38b3,ev_0fe7df6e3e39,hm_af8fc4d5852f,0.4545454680919647,False
0.05,0.0005,700,sol_c7a8be7133b86bea,ev_0ff9d00a0023,hm_af8fc4d5852f,4358.3544921875,True
0.02,0.0001,400,sol_cdf62fad03c6a0ac,ev_1011da46e17c,hm_979a58ab8892,1.670265793800354,False
0.0,0.0003,20,sol_1ca565eb67ebc92c,ev_1022b820d54f,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,20,sol_19982fda63a84c29,ev_103796c03fc3,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0001,200,sol_e9d3b9a0d58f02a1,ev_10552888bf41,hm_979a58ab8892,0.8535966873168945,False
0.05,0.0003,400,sol_1ea62c0802e6824c,ev_1076d81a0e63,hm_8c986396d3ec,29.412662506103516,False
0.02,0.0003,700,sol_cf17b676ab4efcd8,ev_1087f3bcf57a,hm_1602ff939866,2.4828040599823,False
0.0,0.0001,50,sol_5137d8fca3b7d062,ev_108cbae4aedf,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,700,sol_6760b80619613d89,ev_1094f5d673f3,hm_bd4d3751a16f,1.4352384805679321,False
0.0,0.0005,20,sol_24028f97cc8155ca,ev_1098afb682bc,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0005,20,sol_93186d6f0268382b,ev_109b8e54b37c,hm_af8fc4d5852f,0.4545454680919647,False
0.01,0.0005,700,sol_fd5b039cfcb4f4e5,ev_10befb8f01be,hm_bd4d3751a16f,2.1083791255950928,False
0.05,0.0001,100,sol_d864c1a6b5803eff,ev_10d8a86f14c2,hm_9108b6e19b67,1.4110381603240967,False
0.05,0.0001,1000,sol_1738e47840f11722,ev_10e05d8edfe7,hm_9108b6e19b67,751.7945556640625,True
0.01,0.0003,10,sol_8b88e0e097580cab,ev_10e7ec79da15,hm_3298667cddaa,0.4545454680919647,False
0.05,0.0001,10,sol_8a40a272c927a9cc,ev_1126d0118fc8,hm_9108b6e19b67,0.8459582328796387,False
0.05,0.0001,700,sol_0e2d120117a2d9a3,ev_11455282a235,hm_9108b6e19b67,26210.5546875,True
0.02,0.0005,1000,sol_8f932489dab159b4,ev_1149abd8dc1e,hm_f442e5139114,40.20805740356445,False
0.02,0.0003,700,sol_220ca58d835c35c2,ev_114d47162832,hm_1602ff939866,15.035655975341797,False
0.0,0.0003,400,sol_7737a721892b02c8,ev_114f09a1d5dd,hm_a0f8ed47a107,0.4545452296733856,False
0.0,0.0005,100,sol_87813f75065e4f33,ev_118f3849d520,hm_7a9cff01f511,0.566974401473999,False
0.01,0.0003,100,sol_57415e8d5895a902,ev_11c4ebcd722e,hm_3298667cddaa,0.8285138010978699,False
0.02,0.0001,1000,sol_f6536b19c9884590,ev_1228d2b7b9b2,hm_979a58ab8892,1940.3460693359375,True
0.0,0.0001,700,sol_8709cc459d8ed808,ev_1243d7c6404d,hm_a00ad2a2c52a,0.5642415285110474,False
0.01,0.0005,50,sol_4f764cb66619d466,ev_125ae1285f03,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0001,1000,sol_b122af830430a61d,ev_128c48bf2228,hm_979a58ab8892,117.50332641601562,True
0.01,0.0005,50,sol_3408b9d0f61d214c,ev_12cdfa9cced9,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0005,10,sol_1d183f553c19503f,ev_12cead0a12c5,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0003,1000,sol_febb196a0aad350a,ev_12df1fc89751,hm_3298667cddaa,1.343138337135315,False
0.0,0.0003,100,sol_40c47ebbbd35d960,ev_12e6638b1074,hm_a0f8ed47a107,0.5669759511947632,False
0.05,0.0003,10,sol_25b31cab035cc819,ev_130d7d1527a3,hm_8c986396d3ec,0.4545454680919647,False
0.0,0.0005,400,sol_5ac4dd2b587cbc92,ev_1317e3d96280,hm_7a9cff01f511,0.5994738936424255,False
0.02,0.0005,20,sol_d5ea212dc3f70062,ev_131b622a5a9a,hm_f442e5139114,0.4545454680919647,False
0.01,0.0001,20,sol_050e5bff1133e20b,ev_134ad97c3b94,hm_844cdcf42c7e,0.4545454680919647,False
0.05,0.0005,400,sol_d2f93b4d553f542a,ev_13518fb9df5d,hm_af8fc4d5852f,296.7933349609375,True
0.01,0.0003,400,sol_86d1e5ae6c7ed9b5,ev_137b16a69061,hm_3298667cddaa,1.0140520334243774,False
0.0,0.0005,20,sol_02aafb397fe79e32,ev_1387f3755630,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0001,100,sol_804a73824316db28,ev_139f054e6f31,hm_979a58ab8892,1.1645840406417847,False
0.0,0.0001,700,sol_ce254b7abe81e966,ev_13a407207ad0,hm_a00ad2a2c52a,0.5641629695892334,False
0.02,0.0001,200,sol_5b1af9488b645bed,ev_13b9ccfb1efd,hm_979a58ab8892,0.9153624773025513,False
0.0,0.0005,100,sol_0d9c99d4ac9c93e2,ev_13ce892fec0f,hm_7a9cff01f511,0.5669755339622498,False
0.02,0.0003,50,sol_6e632cb8b553e653,ev_13f9a4c8142c,hm_1602ff939866,0.5669788718223572,False
0.01,0.0003,10,sol_0a5f478e0dc0ef5d,ev_13fea6402b6c,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0001,10,sol_43f16bcf98f2a22c,ev_141a1e686398,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0005,400,sol_affefcd28d8c528d,ev_14246867a7d6,hm_f442e5139114,3.918593406677246,False
0.01,0.0003,10,sol_ceb73f42a9f0b65d,ev_143315d0e95f,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0001,100,sol_ba6a8765bd5469bb,ev_143c64f5e595,hm_844cdcf42c7e,0.6000000238418579,False
0.0,0.0003,700,sol_0a75bff818538fb9,ev_147f562cdf21,hm_a0f8ed47a107,1.4352670907974243,False
0.02,0.0003,100,sol_660f8b064daec0ca,ev_1484a02a8f79,hm_1602ff939866,0.5670033693313599,False
0.02,0.0001,200,sol_71950625b8e1e0e7,ev_1484b5be7c4d,hm_979a58ab8892,1.4999966621398926,False
0.01,0.0003,10,sol_9d56daa7a3ee670c,ev_14ae0791829b,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0001,400,sol_78f4b0b31b61c2cc,ev_14b226ab11a9,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0005,100,sol_cb067e3ff5fefdf9,ev_14b61d203f97,hm_f442e5139114,0.6551522612571716,False
0.02,0.0005,400,sol_04b97a674473d6a1,ev_14bde584043f,hm_f442e5139114,3.000009059906006,False
0.02,0.0003,10,sol_53c7f81b38e76346,ev_14d4fbdc7362,hm_1602ff939866,0.4545454680919647,False
0.0,0.0001,10,sol_e047c377ddd0747a,ev_14dd550a9a84,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,50,sol_c53e41d6755f35de,ev_1529fa88e625,hm_979a58ab8892,0.5669772624969482,False
0.05,0.0001,400,sol_ede07661d9ce460b,ev_15530cbc2ebd,hm_9108b6e19b67,112.504150390625,True
0.02,0.0003,200,sol_f3370071204eab73,ev_15546604b6f0,hm_1602ff939866,1.509202003479004,False
0.01,0.0001,20,sol_b96159ffe448922e,ev_1632e7192387,hm_844cdcf42c7e,0.4545454680919647,False
0.0,0.0003,100,sol_201fc8d72d8825a8,ev_16487c720fbd,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0001,20,sol_181d0d18e734c852,ev_169ec0b14e07,hm_9108b6e19b67,0.5670102834701538,False
0.05,0.0005,50,sol_1db24295e248b32c,ev_16bd336b9ff5,hm_af8fc4d5852f,1.3628872632980347,False
0.0,0.0005,1000,sol_0719349c3bf3db57,ev_1737f3335a64,hm_7a9cff01f511,1.434262752532959,False
0.02,0.0005,10,sol_bf6b8b57e07ae87f,ev_1757e58982b5,hm_f442e5139114,0.4545454680919647,False
0.02,0.0001,400,sol_bfbf5dcc200903ce,ev_178fe7392c43,hm_979a58ab8892,1.4993795156478882,False
0.0,0.0001,20,sol_8c02160d4060d547,ev_17d7987eb2ba,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0005,100,sol_e9c66b3834f5fd58,ev_182e62ae22e9,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0005,1000,sol_57d790ccfd33e27e,ev_183063b047ee,hm_bd4d3751a16f,1.4993946552276611,False
0.02,0.0003,400,sol_79ab60b109cd5e2f,ev_184ccac124ba,hm_1602ff939866,0.8534092307090759,False
0.05,0.0005,10,sol_65de59751ba477dd,ev_187d4ef1c2af,hm_af8fc4d5852f,0.4545454680919647,False
0.02,0.0005,10,sol_be56e2942145da81,ev_189904b30e90,hm_f442e5139114,0.4545454680919647,False
0.01,0.0003,20,sol_bd0bbd1ba7916a41,ev_18c118270de3,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0005,100,sol_74c1d4b3d72e07ea,ev_18c367c8d59d,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0005,100,sol_8a02d347c2c5b092,ev_18c9900bc550,hm_f442e5139114,0.6425812244415283,False
0.0,0.0005,200,sol_47e3b627026a93a4,ev_18dbef80d694,hm_7a9cff01f511,0.5669742822647095,False
0.0,0.0001,20,sol_1b84253d5ecfada9,ev_18ead1f20f50,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0005,700,sol_ed5e2602d7850804,ev_18ed23674bb8,hm_7a9cff01f511,1.3972454071044922,False
0.0,0.0003,700,sol_666d30b99c9c79be,ev_195bb5e352d9,hm_a0f8ed47a107,0.9348328709602356,False
0.01,0.0005,200,sol_c618286e76e9a73f,ev_195dc406147b,hm_bd4d3751a16f,0.5998800992965698,False
0.0,0.0001,400,sol_b69e6b775f6d69c4,ev_197910d8a647,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,400,sol_ee05a49db6064904,ev_19834e20024c,hm_a0f8ed47a107,0.7436242699623108,False
0.0,0.0005,700,sol_935db74d0573defc,ev_1998a4ef0a0d,hm_7a9cff01f511,1.191750407218933,False
0.01,0.0003,100,sol_607deeba71e7ab40,ev_19b95a607a1a,hm_3298667cddaa,0.5669752359390259,False
0.05,0.0003,20,sol_a98353201a44ed88,ev_19c1a10d2cdd,hm_8c986396d3ec,0.4545454680919647,False
0.05,0.0005,400,sol_3dbc185f76e3ba88,ev_19c442837f08,hm_af8fc4d5852f,168.49998474121094,True
0.01,0.0001,1000,sol_8dfa90ffbf66bf74,ev_19db3d4ba7eb,hm_844cdcf42c7e,4.719809055328369,False
0.0,0.0001,400,sol_4248f8d65c2a56fa,ev_19e1c7e4731a,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,50,sol_b83601c446200a1b,ev_19e5e6c0d92d,hm_979a58ab8892,0.5669752359390259,False
0.02,0.0005,200,sol_6af13657259b7833,ev_19f4751f69b2,hm_f442e5139114,1.3629151582717896,False
0.0,0.0001,10,sol_66a7b2a67f87f1e4,ev_1a31a53c3746,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,1000,sol_e57df19c67dcf183,ev_1a3f46e4ea30,hm_9108b6e19b67,913.4944458007812,True
0.0,0.0001,100,sol_c87aadc27390962b,ev_1a4a75a70ae5,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,100,sol_a2eca6ed4e460cf1,ev_1a6cff81ac88,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,10,sol_1e04c00b5b69d7b6,ev_1aa6bb0cf030,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0005,10,sol_100b48070cf17f65,ev_1aaa26253a38,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0005,100,sol_eefd5f586b88f929,ev_1ab2cc2dfe5e,hm_f442e5139114,0.567003607749939,False
0.05,0.0005,700,sol_478b219a6ca155bf,ev_1ae326e7583e,hm_af8fc4d5852f,1677.1256103515625,True
0.0,0.0005,1000,sol_3085565a8d4b5092,ev_1aefa23711b8,hm_7a9cff01f511,1.2330061197280884,False
0.01,0.0005,10,sol_59d17d2271069494,ev_1b0407a68cb3,hm_bd4d3751a16f,0.4545454680919647,False
0.05,0.0005,100,sol_42cfe628d1bf1319,ev_1b13ef50ef1f,hm_af8fc4d5852f,0.9156010150909424,False
0.02,0.0001,700,sol_4da744850f46a2e9,ev_1bddf28134c7,hm_979a58ab8892,8.317934036254883,False
0.01,0.0003,50,sol_10ffa508c7047cb2,ev_1bee997c28c0,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0005,400,sol_845d8ced2b510937,ev_1c434ebcad4e,hm_7a9cff01f511,0.6984987854957581,False
0.02,0.0001,1000,sol_d8a2f036679ff88d,ev_1c63ffb6971d,hm_979a58ab8892,5.022387504577637,False
0.02,0.0005,400,sol_cf1dfb1e62435999,ev_1ca50dc883ce,hm_f442e5139114,1.927234411239624,False
0.01,0.0001,20,sol_6363f813f0d31179,ev_1cbcdb3bc667,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0003,100,sol_fe5a956dd4a6f12d,ev_1cc50d183a1e,hm_1602ff939866,0.6979841589927673,False
0.02,0.0001,400,sol_ef2f76c9898bdf08,ev_1cce5a35dd4e,hm_979a58ab8892,1.178857684135437,False
0.01,0.0003,100,sol_f625c05360ffd686,ev_1d4316276034,hm_3298667cddaa,0.6291068196296692,False
0.0,0.0005,10,sol_f31a276fa2b0537a,ev_1d604f3853e6,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0005,100,sol_b2456e90d6fb6344,ev_1d8e8f13f45e,hm_af8fc4d5852f,0.9242047071456909,False
0.02,0.0003,200,sol_28bf72bf4737af44,ev_1db5ca0a2882,hm_1602ff939866,0.781276524066925,False
